StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent_q,Q3,Q4,Q5,Q6,Q7,Q8,mil_inter_1,mil_inter_2,mil_inter_3,mil_inter_4,ideology_1,interest,conservative,nato,uk,zelensky,attention,Q48_First Click,Q48_Last Click,Q48_Page Submit,Q48_Click Count,direct_mil,indirect_mil,economic,political,general_1,Q40_1,Q49_First Click,Q49_Last Click,Q49_Page Submit,Q49_Click Count,Q47,Q48,Q49,Q50,Q51_1,Q52_1,Q50_First Click,Q50_Last Click,Q50_Page Submit,Q50_Click Count,Q57,Q58,Q59,Q60,Q61_1,Q62_1
11/6/22 17:26,11/6/22 17:26,Survey Test,,100,0,TRUE,11/6/22 17:26,R_ezc6Cxmpf1B4zKS,,,,,33.8231,-84.3258,test,,I agree,Female,Prefer not to say,Mixed race,Other,I prefer not to say,"$100,000 - $200,000",Somewhat agree,Strongly disagree,Strongly disagree,Neither agree nor disagree,2,Not at all interested,Don't know,Ukraine,Scott Morrison,Ukraine,1,,,,,,,,,,,,,,,,,,,,,5.23,7.61,6.91,22,Do not send US troops to Ukraine,Send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Condemn Russia's actions in an international court,1,5
11/6/22 17:26,11/6/22 17:26,Survey Test,,100,0,TRUE,11/6/22 17:26,R_d6VWwkd6UrOPbVk,,,,,33.8231,-84.3258,test,,I agree,Non-binary / third gender,Less than 18 years old,Asian - Indian,Highschool,Unemployed,I prefer not to say,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree,2,Not interested,Republicans,Ukraine,Don't know,Greece,3,,,,,,,,,,,6.92,9.18,9.19,2,Send US troops to Ukraine,Do not send military resources to Ukrainian troops,Enact economic sanctions on Russia,Condemn Russia's actions in an international court,4,1,,,,,,,,,,
11/6/22 17:26,11/6/22 17:26,Survey Test,,100,1,TRUE,11/6/22 17:26,R_8pMlDO8P9dP3382,,,,,33.8231,-84.3258,test,,I agree,Female,Prefer not to say,White / Caucasian,Master’s degree or above,Unable to work,"$50,000 - $100,000",Strongly agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,5,Somewhat interested,Republicans,Estonia,Scott Morrison,Don't know,3,1.94,7.17,3.57,31,Do not send US troops to Ukraine,Do not send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Condemn Russia's actions in an international court,1,2,,,,,,,,,,,,,,,,,,,,
11/6/22 17:26,11/6/22 17:26,Survey Test,,100,0,TRUE,11/6/22 17:26,R_6ss5cPaMRkSqfno,,,,,33.8231,-84.3258,test,,I don't agree,Prefer not to say,55+ years old,Native-American,Bachelor’s degree,Unemployed,"More than $200,000",Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat disagree,5,Not interested,Democrats,Ukraine,Theresa May,Don't know,4,3.98,8.19,8.41,36,Do not send US troops to Ukraine,Send military resources to Ukrainian troops,Enact economic sanctions on Russia,Condemn Russia's actions in an international court,0,7,,,,,,,,,,,,,,,,,,,,
11/6/22 17:26,11/6/22 17:26,Survey Test,,100,0,TRUE,11/6/22 17:26,R_3Dk1rNAJdV7tbbU,,,,,33.8231,-84.3258,test,,I don't agree,Prefer not to say,35-44 years old,I prefer not to say,I prefer not to say,Other,"$25,000 - $50,000",Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,3,Not at all interested,Democrats,Ukraine,Don't know,Don't know,4,,,,,,,,,,,,,,,,,,,,,5.65,9.49,8.64,24,Do not send US troops to Ukraine,Send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Condemn Russia's actions in an international court,2,6
11/6/22 17:26,11/6/22 17:26,Survey Test,,100,0,TRUE,11/6/22 17:26,R_40YFjrCW8WD4gom,,,,,33.8231,-84.3258,test,,I don't agree,Male,Less than 18 years old,Asian - Eastern,Other,Full-time,"Less than $25,000",Somewhat agree,Strongly agree,Somewhat agree,Strongly disagree,6,Not at all interested,Democrats,Don't know,Don't know,Ukraine,4,,,,,,,,,,,4.44,7.19,8.27,43,Send US troops to Ukraine,Do not send military resources to Ukrainian troops,Enact economic sanctions on Russia,Condemn Russia's actions in an international court,0,9,,,,,,,,,,
11/6/22 17:26,11/6/22 17:26,Survey Test,,100,0,TRUE,11/6/22 17:26,R_5aKlJQEiW7Ls79Y,,,,,33.8231,-84.3258,test,,I agree,Non-binary / third gender,18-24 years old,I prefer not to say,Other,Full-time,"$100,000 - $200,000",Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,10,Somewhat interested,Don't know,Ukraine,Justin Trudeau,Ukraine,1,,,,,,,,,,,,,,,,,,,,,2.2,4.11,4.72,31,Send US troops to Ukraine,Send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,5,8
11/6/22 17:26,11/6/22 17:26,Survey Test,,100,0,TRUE,11/6/22 17:26,R_brt2Jmiqz88G6G2,,,,,33.8231,-84.3258,test,,I don't agree,Prefer not to say,45-54 years old,Hispanic,Bachelor’s degree,Unemployed,I prefer not to say,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,10,Not at all interested,Don't know,Bulgaria,Boris Johnson,Greece,3,,,,,,,,,,,4.78,4.99,7.8,14,Do not send US troops to Ukraine,Send military resources to Ukrainian troops,Enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,4,9,,,,,,,,,,
11/6/22 17:26,11/6/22 17:26,Survey Test,,100,0,TRUE,11/6/22 17:26,R_ctIFW0vC6ecvLgi,,,,,33.8231,-84.3258,test,,I don't agree,Female,45-54 years old,African-American,I prefer not to say,Part-time,"$100,000 - $200,000",Strongly disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,5,Not interested,Republicans,Estonia,Boris Johnson,Greece,2,2.05,6.7,7.41,48,Do not send US troops to Ukraine,Send military resources to Ukrainian troops,Enact economic sanctions on Russia,Condemn Russia's actions in an international court,8,5,,,,,,,,,,,,,,,,,,,,
11/6/22 17:26,11/6/22 17:26,Survey Test,,100,2,TRUE,11/6/22 17:26,R_a9Orr7lzkP4YAd0,,,,,33.8231,-84.3258,test,,I agree,Male,35-44 years old,Hispanic,I prefer not to say,Other,"$50,000 - $100,000",Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,5,No answer,Republicans,Bulgaria,Justin Trudeau,Greece,3,5.83,9.64,6.7,4,Send US troops to Ukraine,Do not send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,5,5,,,,,,,,,,,,,,,,,,,,
11/6/22 17:26,11/6/22 17:26,Survey Test,,100,0,TRUE,11/6/22 17:26,R_ezCPE5lsxadtmB0,,,,,33.8231,-84.3258,test,,I agree,Non-binary / third gender,45-54 years old,Mixed race,Bachelor’s degree,Full-time,"More than $200,000",Strongly agree,Somewhat disagree,Strongly agree,Neither agree nor disagree,7,Not at all interested,Don't know,Turkey,Don't know,Greece,4,,,,,,,,,,,,,,,,,,,,,1.73,2.57,9.52,35,Send US troops to Ukraine,Send military resources to Ukrainian troops,Enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,5,2
11/6/22 17:26,11/6/22 17:26,Survey Test,,100,0,TRUE,11/6/22 17:26,R_55yOCnHnDtbo9Lw,,,,,33.8231,-84.3258,test,,I don't agree,Prefer not to say,55+ years old,Mixed race,I prefer not to say,Part-time,"$50,000 - $100,000",Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,1,No answer,Don't know,Don't know,Scott Morrison,Don't know,4,,,,,,,,,,,2.36,4.37,2.59,9,Send US troops to Ukraine,Do not send military resources to Ukrainian troops,Enact economic sanctions on Russia,Condemn Russia's actions in an international court,3,4,,,,,,,,,,
11/6/22 17:26,11/6/22 17:26,Survey Test,,100,0,TRUE,11/6/22 17:26,R_80oz2B79mzTpezY,,,,,33.8231,-84.3258,test,,I don't agree,Prefer not to say,Less than 18 years old,Asian - Eastern,Bachelor’s degree,Unable to work,"More than $200,000",Strongly disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,4,Somewhat interested,Democrats,Estonia,Boris Johnson,Don't know,3,,,,,,,,,,,3.62,4.98,9.59,2,Do not send US troops to Ukraine,Do not send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,6,5,,,,,,,,,,
11/6/22 17:26,11/6/22 17:26,Survey Test,,100,0,TRUE,11/6/22 17:26,R_bwKxZTkidrhkneC,,,,,33.8231,-84.3258,test,,I don't agree,Non-binary / third gender,45-54 years old,Hispanic,I prefer not to say,Other,"$25,000 - $50,000",Strongly agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,10,Not at all interested,Democrats,Ukraine,Scott Morrison,United Kingdom,1,,,,,,,,,,,,,,,,,,,,,8.56,9.83,9.63,48,Do not send US troops to Ukraine,Send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Condemn Russia's actions in an international court,4,3
11/6/22 17:26,11/6/22 17:26,Survey Test,,100,0,TRUE,11/6/22 17:26,R_88GquBAb2CCkkN8,,,,,33.8231,-84.3258,test,,I don't agree,Male,55+ years old,Mixed race,Highschool,Unemployed,I prefer not to say,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree,8,Not at all interested,Republicans,Ukraine,Scott Morrison,Colombia,2,3.39,7.41,8.74,34,Send US troops to Ukraine,Send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Condemn Russia's actions in an international court,9,7,,,,,,,,,,,,,,,,,,,,
11/6/22 17:26,11/6/22 17:26,Survey Test,,100,0,TRUE,11/6/22 17:26,R_2oA0gObDeNwb36K,,,,,33.8231,-84.3258,test,,I don't agree,Non-binary / third gender,Prefer not to say,Asian - Eastern,Highschool,Unable to work,I prefer not to say,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,6,Not interested,Republicans,Turkey,Scott Morrison,Don't know,2,,,,,,,,,,,,,,,,,,,,,1.55,6.16,4.79,48,Send US troops to Ukraine,Send military resources to Ukrainian troops,Enact economic sanctions on Russia,Condemn Russia's actions in an international court,9,6
11/6/22 17:26,11/6/22 17:26,Survey Test,,100,0,TRUE,11/6/22 17:26,R_eCI8gSwKDCeSS0K,,,,,33.8231,-84.3258,test,,I agree,Non-binary / third gender,55+ years old,Native-American,Other,Contract/ Temporary,"$100,000 - $200,000",Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree,2,Not interested,Republicans,Estonia,Scott Morrison,United Kingdom,1,,,,,,,,,,,5.47,8.41,6.29,22,Do not send US troops to Ukraine,Do not send military resources to Ukrainian troops,Enact economic sanctions on Russia,Condemn Russia's actions in an international court,6,1,,,,,,,,,,
11/6/22 17:26,11/6/22 17:26,Survey Test,,100,0,TRUE,11/6/22 17:26,R_1RkGrvu8j8yInP0,,,,,33.8231,-84.3258,test,,I don't agree,Female,25-34 years old,Asian - Indian,Other,Contract/ Temporary,"$25,000 - $50,000",Somewhat agree,Somewhat disagree,Strongly disagree,Strongly agree,3,Somewhat interested,Don't know,Ukraine,Scott Morrison,Don't know,1,8.13,9,8.97,35,Send US troops to Ukraine,Do not send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Condemn Russia's actions in an international court,9,1,,,,,,,,,,,,,,,,,,,,
11/6/22 17:26,11/6/22 17:26,Survey Test,,100,0,TRUE,11/6/22 17:26,R_0qY3RLdYzeJRmvQ,,,,,33.8231,-84.3258,test,,I don't agree,Non-binary / third gender,Less than 18 years old,Hispanic,I prefer not to say,Other,"$25,000 - $50,000",Strongly disagree,Strongly agree,Somewhat disagree,Strongly agree,7,Not at all interested,Republicans,Ukraine,Theresa May,Colombia,3,,,,,,,,,,,,,,,,,,,,,3.35,5.78,3.57,34,Send US troops to Ukraine,Send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Condemn Russia's actions in an international court,5,8
11/6/22 17:26,11/6/22 17:26,Survey Test,,100,0,TRUE,11/6/22 17:26,R_9ufU2R8n0vmUYt0,,,,,33.8231,-84.3258,test,,I agree,Female,25-34 years old,Asian - Indian,Master’s degree or above,Other,I prefer not to say,Strongly agree,Somewhat agree,Neither agree nor disagree,Strongly disagree,5,Not interested,Republicans,Estonia,Boris Johnson,Colombia,2,,,,,,,,,,,9.63,9.64,9.92,25,Send US troops to Ukraine,Do not send military resources to Ukrainian troops,Enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,3,8,,,,,,,,,,
11/6/22 17:26,11/6/22 17:26,Survey Test,,100,0,TRUE,11/6/22 17:26,R_1BuOMJr4diJMFSK,,,,,33.8231,-84.3258,test,,I don't agree,Male,18-24 years old,Asian - Eastern,Other,Unable to work,"$100,000 - $200,000",Strongly disagree,Somewhat disagree,Strongly disagree,Somewhat agree,8,Not interested,Don't know,Don't know,Boris Johnson,Greece,3,3.06,5.76,4.41,31,Send US troops to Ukraine,Do not send military resources to Ukrainian troops,Enact economic sanctions on Russia,Condemn Russia's actions in an international court,1,2,,,,,,,,,,,,,,,,,,,,
11/6/22 17:26,11/6/22 17:26,Survey Test,,100,0,TRUE,11/6/22 17:26,R_bPcdq6aNRMHYEgC,,,,,33.8231,-84.3258,test,,I don't agree,Female,35-44 years old,Native-American,Highschool,Contract/ Temporary,"Less than $25,000",Somewhat agree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,8,Not at all interested,Democrats,Turkey,Scott Morrison,Greece,2,,,,,,,,,,,4.84,7.33,5.37,30,Send US troops to Ukraine,Do not send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,3,10,,,,,,,,,,
11/6/22 17:26,11/6/22 17:26,Survey Test,,100,0,TRUE,11/6/22 17:26,R_1TYOLedQ1UdRAtU,,,,,33.8231,-84.3258,test,,I don't agree,Female,18-24 years old,African-American,I prefer not to say,Full-time,I prefer not to say,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,4,Not interested,Republicans,Bulgaria,Scott Morrison,Greece,4,5.92,7.87,6.41,50,Do not send US troops to Ukraine,Do not send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,9,3,,,,,,,,,,,,,,,,,,,,
11/6/22 17:26,11/6/22 17:26,Survey Test,,100,1,TRUE,11/6/22 17:26,R_8d1WmieUfZ05ZSS,,,,,33.8231,-84.3258,test,,I agree,Male,25-34 years old,Other,I prefer not to say,Part-time,I prefer not to say,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Strongly disagree,4,Not interested,Democrats,Turkey,Theresa May,United Kingdom,4,,,,,,,,,,,,,,,,,,,,,4.2,7.81,9.59,17,Do not send US troops to Ukraine,Send military resources to Ukrainian troops,Enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,8,6
11/6/22 17:26,11/6/22 17:26,Survey Test,,100,0,TRUE,11/6/22 17:26,R_56hUnsgXdWTi8bc,,,,,33.8231,-84.3258,test,,I agree,Female,Less than 18 years old,Hispanic,I prefer not to say,Unemployed,"$100,000 - $200,000",Neither agree nor disagree,Somewhat agree,Somewhat disagree,Strongly disagree,0,No answer,Don't know,Turkey,Theresa May,Colombia,1,9.43,9.99,9.66,49,Do not send US troops to Ukraine,Do not send military resources to Ukrainian troops,Enact economic sanctions on Russia,Condemn Russia's actions in an international court,6,7,,,,,,,,,,,,,,,,,,,,
11/6/22 17:26,11/6/22 17:26,Survey Test,,100,0,TRUE,11/6/22 17:26,R_0SwuPE6KGBFK20K,,,,,33.8231,-84.3258,test,,I agree,Female,Less than 18 years old,Other,Highschool,Part-time,"$100,000 - $200,000",Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,5,Not interested,Don't know,Ukraine,Scott Morrison,Colombia,4,,,,,,,,,,,,,,,,,,,,,4.92,8.54,5.02,31,Send US troops to Ukraine,Send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,0,1
11/6/22 17:26,11/6/22 17:26,Survey Test,,100,0,TRUE,11/6/22 17:26,R_1HUzeJh3NnRaNaC,,,,,33.8231,-84.3258,test,,I don't agree,Female,18-24 years old,Asian - Indian,Master’s degree or above,Part-time,I prefer not to say,Strongly agree,Strongly disagree,Somewhat disagree,Strongly disagree,1,Somewhat interested,Democrats,Estonia,Theresa May,Greece,4,,,,,,,,,,,4.8,8.44,9.42,10,Do not send US troops to Ukraine,Do not send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Condemn Russia's actions in an international court,1,9,,,,,,,,,,
11/6/22 17:26,11/6/22 17:26,Survey Test,,100,0,TRUE,11/6/22 17:26,R_djzL4eE3hQakcnQ,,,,,33.8231,-84.3258,test,,I don't agree,Non-binary / third gender,Prefer not to say,Other,I prefer not to say,Other,"More than $200,000",Strongly disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,1,No answer,Don't know,Estonia,Justin Trudeau,United Kingdom,1,,,,,,,,,,,,,,,,,,,,,6,8.02,6.59,35,Do not send US troops to Ukraine,Send military resources to Ukrainian troops,Enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,3,4
11/6/22 17:26,11/6/22 17:26,Survey Test,,100,0,TRUE,11/6/22 17:26,R_eM3FLGotvvm1ftY,,,,,33.8231,-84.3258,test,,I agree,Prefer not to say,Less than 18 years old,Mixed race,Highschool,Unable to work,"$25,000 - $50,000",Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,9,Not interested,Republicans,Bulgaria,Justin Trudeau,Don't know,4,,,,,,,,,,,9.04,9.62,9.82,21,Do not send US troops to Ukraine,Do not send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Condemn Russia's actions in an international court,6,8,,,,,,,,,,
11/6/22 17:26,11/6/22 17:26,Survey Test,,100,0,TRUE,11/6/22 17:26,R_8384nI7lAHXrex8,,,,,33.8231,-84.3258,test,,I don't agree,Non-binary / third gender,18-24 years old,Asian - Eastern,Other,Other,"More than $200,000",Strongly agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,8,Not interested,Democrats,Estonia,Scott Morrison,United Kingdom,1,4.17,7.38,6.25,4,Do not send US troops to Ukraine,Send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Condemn Russia's actions in an international court,5,10,,,,,,,,,,,,,,,,,,,,
11/6/22 17:26,11/6/22 17:26,Survey Test,,100,0,TRUE,11/6/22 17:26,R_8AoAXx14v5E9ff0,,,,,33.8231,-84.3258,test,,I agree,Male,55+ years old,African-American,I prefer not to say,Full-time,"Less than $25,000",Somewhat agree,Neither agree nor disagree,Strongly disagree,Strongly agree,9,Not at all interested,Republicans,Estonia,Justin Trudeau,Ukraine,4,,,,,,,,,,,,,,,,,,,,,5.54,6.81,9.97,4,Do not send US troops to Ukraine,Do not send military resources to Ukrainian troops,Enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,4,4
11/6/22 17:26,11/6/22 17:26,Survey Test,,100,0,TRUE,11/6/22 17:26,R_0USRvGqdFGi37aC,,,,,33.8231,-84.3258,test,,I don't agree,Non-binary / third gender,45-54 years old,African-American,Other,Part-time,"$100,000 - $200,000",Strongly agree,Strongly disagree,Somewhat disagree,Strongly agree,0,No answer,Democrats,Turkey,Scott Morrison,Don't know,1,0.38,2.59,8.93,39,Send US troops to Ukraine,Send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Condemn Russia's actions in an international court,6,2,,,,,,,,,,,,,,,,,,,,
11/6/22 17:26,11/6/22 17:26,Survey Test,,100,1,TRUE,11/6/22 17:26,R_afphI0iYi5V7cV0,,,,,33.8231,-84.3258,test,,I don't agree,Non-binary / third gender,25-34 years old,Hispanic,Other,Part-time,"$25,000 - $50,000",Somewhat agree,Strongly agree,Strongly disagree,Neither agree nor disagree,6,Somewhat interested,Democrats,Turkey,Theresa May,Greece,4,,,,,,,,,,,9.06,9.31,9.5,42,Do not send US troops to Ukraine,Do not send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,4,3,,,,,,,,,,
11/6/22 17:26,11/6/22 17:26,Survey Test,,100,0,TRUE,11/6/22 17:26,R_5hXnydlN1Z98X3w,,,,,33.8231,-84.3258,test,,I agree,Non-binary / third gender,35-44 years old,Asian - Indian,Other,Unable to work,"Less than $25,000",Strongly disagree,Strongly disagree,Somewhat agree,Strongly agree,9,Not interested,Republicans,Ukraine,Scott Morrison,Ukraine,1,,,,,,,,,,,,,,,,,,,,,4.48,4.62,8.23,8,Do not send US troops to Ukraine,Do not send military resources to Ukrainian troops,Enact economic sanctions on Russia,Condemn Russia's actions in an international court,3,3
11/6/22 17:26,11/6/22 17:26,Survey Test,,100,0,TRUE,11/6/22 17:26,R_4GHfqqnkWtrgub4,,,,,33.8231,-84.3258,test,,I don't agree,Prefer not to say,Prefer not to say,Mixed race,Bachelor’s degree,Other,"Less than $25,000",Strongly disagree,Somewhat disagree,Somewhat agree,Strongly agree,6,Somewhat interested,Democrats,Estonia,Theresa May,United Kingdom,3,,,,,,,,,,,5.52,8.7,8.79,24,Do not send US troops to Ukraine,Do not send military resources to Ukrainian troops,Enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,5,4,,,,,,,,,,
11/6/22 17:26,11/6/22 17:26,Survey Test,,100,0,TRUE,11/6/22 17:26,R_0GtPAkj1sATh7G6,,,,,33.8231,-84.3258,test,,I don't agree,Non-binary / third gender,45-54 years old,Hispanic,Bachelor’s degree,Full-time,"$100,000 - $200,000",Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,10,No answer,Democrats,Estonia,Justin Trudeau,Don't know,2,4.64,8.21,9.62,50,Do not send US troops to Ukraine,Do not send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,8,2,,,,,,,,,,,,,,,,,,,,
11/6/22 17:26,11/6/22 17:26,Survey Test,,100,0,TRUE,11/6/22 17:26,R_7NEhHfsyaiEXvEy,,,,,33.8231,-84.3258,test,,I agree,Male,45-54 years old,Asian - Eastern,Highschool,Other,I prefer not to say,Strongly agree,Somewhat agree,Strongly disagree,Somewhat agree,0,Not interested,Democrats,Turkey,Scott Morrison,Colombia,3,6.93,7.41,7.85,5,Do not send US troops to Ukraine,Do not send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Condemn Russia's actions in an international court,5,3,,,,,,,,,,,,,,,,,,,,
11/6/22 17:26,11/6/22 17:26,Survey Test,,100,0,TRUE,11/6/22 17:26,R_aXo4lGVVU8H4r30,,,,,33.8231,-84.3258,test,,I agree,Prefer not to say,45-54 years old,Hispanic,Other,Other,I prefer not to say,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,9,No answer,Democrats,Turkey,Justin Trudeau,Greece,2,,,,,,,,,,,,,,,,,,,,,9.26,9.8,9.67,47,Do not send US troops to Ukraine,Send military resources to Ukrainian troops,Enact economic sanctions on Russia,Condemn Russia's actions in an international court,3,7
11/6/22 17:26,11/6/22 17:26,Survey Test,,100,0,TRUE,11/6/22 17:26,R_8dIysQr9T0yzovc,,,,,33.8231,-84.3258,test,,I agree,Prefer not to say,Prefer not to say,Mixed race,Bachelor’s degree,Full-time,"$50,000 - $100,000",Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,1,Not at all interested,Democrats,Don't know,Boris Johnson,Greece,4,,,,,,,,,,,8.36,8.69,10,33,Send US troops to Ukraine,Do not send military resources to Ukrainian troops,Enact economic sanctions on Russia,Condemn Russia's actions in an international court,8,8,,,,,,,,,,
11/6/22 17:26,11/6/22 17:26,Survey Test,,100,0,TRUE,11/6/22 17:26,R_5sZJXDHP498EWQm,,,,,33.8231,-84.3258,test,,I don't agree,Non-binary / third gender,Less than 18 years old,Asian - Eastern,Master’s degree or above,Unable to work,"Less than $25,000",Strongly disagree,Strongly agree,Neither agree nor disagree,Strongly disagree,8,Somewhat interested,Democrats,Estonia,Boris Johnson,United Kingdom,2,,,,,,,,,,,,,,,,,,,,,0.21,8.57,9.04,4,Do not send US troops to Ukraine,Do not send military resources to Ukrainian troops,Enact economic sanctions on Russia,Condemn Russia's actions in an international court,10,1
11/6/22 17:26,11/6/22 17:26,Survey Test,,100,0,TRUE,11/6/22 17:26,R_6RVTIN5ZunzTPV4,,,,,33.8231,-84.3258,test,,I agree,Prefer not to say,Less than 18 years old,White / Caucasian,Bachelor’s degree,Other,"$25,000 - $50,000",Somewhat agree,Strongly agree,Somewhat disagree,Somewhat disagree,2,No answer,Don't know,Bulgaria,Justin Trudeau,Don't know,3,0.08,3.82,0.78,12,Send US troops to Ukraine,Do not send military resources to Ukrainian troops,Enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,4,5,,,,,,,,,,,,,,,,,,,,
11/6/22 17:26,11/6/22 17:26,Survey Test,,100,0,TRUE,11/6/22 17:26,R_1IloX12Kj0oL6m2,,,,,33.8231,-84.3258,test,,I agree,Prefer not to say,Less than 18 years old,Native-American,Bachelor’s degree,Contract/ Temporary,"Less than $25,000",Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,0,Somewhat interested,Democrats,Turkey,Don't know,Ukraine,3,,,,,,,,,,,3.4,9.45,7.67,12,Send US troops to Ukraine,Do not send military resources to Ukrainian troops,Enact economic sanctions on Russia,Condemn Russia's actions in an international court,1,0,,,,,,,,,,
11/6/22 17:26,11/6/22 17:26,Survey Test,,100,0,TRUE,11/6/22 17:26,R_0uIY9LEjYZBTHcG,,,,,33.8231,-84.3258,test,,I agree,Prefer not to say,Less than 18 years old,Asian - Eastern,Other,Contract/ Temporary,"More than $200,000",Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,3,Not at all interested,Republicans,Turkey,Scott Morrison,Don't know,3,,,,,,,,,,,5.11,6.5,7.24,46,Do not send US troops to Ukraine,Do not send military resources to Ukrainian troops,Enact economic sanctions on Russia,Condemn Russia's actions in an international court,3,1,,,,,,,,,,
11/6/22 17:26,11/6/22 17:26,Survey Test,,100,0,TRUE,11/6/22 17:26,R_06R46NgaWq9LVoG,,,,,33.8231,-84.3258,test,,I don't agree,Prefer not to say,Less than 18 years old,Native-American,Bachelor’s degree,Contract/ Temporary,"$25,000 - $50,000",Somewhat agree,Neither agree nor disagree,Strongly disagree,Somewhat disagree,2,Not at all interested,Democrats,Don't know,Don't know,Colombia,1,,,,,,,,,,,,,,,,,,,,,1.96,6.45,3.7,22,Send US troops to Ukraine,Send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,3,3
11/6/22 17:26,11/6/22 17:26,Survey Test,,100,0,TRUE,11/6/22 17:26,R_bJg4Hp69ClISma2,,,,,33.8231,-84.3258,test,,I don't agree,Male,18-24 years old,Native-American,Master’s degree or above,Unemployed,"$50,000 - $100,000",Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,9,Not interested,Republicans,Estonia,Don't know,Ukraine,2,2.24,3.69,4.22,47,Send US troops to Ukraine,Do not send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Condemn Russia's actions in an international court,10,5,,,,,,,,,,,,,,,,,,,,
11/6/22 17:26,11/6/22 17:26,Survey Test,,100,0,TRUE,11/6/22 17:26,R_7WKeaMJ6M1PFeSy,,,,,33.8231,-84.3258,test,,I agree,Prefer not to say,Prefer not to say,I prefer not to say,I prefer not to say,Unable to work,"More than $200,000",Strongly agree,Somewhat disagree,Strongly disagree,Strongly disagree,0,No answer,Democrats,Turkey,Don't know,Ukraine,1,7.66,9.58,8.67,35,Do not send US troops to Ukraine,Do not send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,4,6,,,,,,,,,,,,,,,,,,,,
